unitid,pell_pct_of_cohort
188030,0.44060913705583754
188058,0.8979591836734694
188182,0.6363636363636364
188304,0.6601307189542484
188340,0.4935064935064935
188429,0.30342384887839435
188517,1
188526,0.275
188641,0.43171806167400884
188854,0.5829145728643216
189088,0.19205298013245034
189097,0.1952
189228,0.559322033898305
189273,0
189413,0.956989247311828
189705,0.3806343906510851
189857,0.6451612903225806
190044,0.2402022756005057
190099,0.14007782101167315
190114,0.574468085106383
190150,0.16847826086956522
190372,0.25327510917030566
190415,0.15190671289000945
190512,0.5006811989100818
190549,0.5704596834966089
190558,0.4523809523809524
190567,0.6079651524579963
190594,0.5304428044280443
190600,0.5747126436781609
190637,0.7327868852459016
190646,0.7476635514018691
190655,0.7030411449016101
190664,0.51171875
190691,0.7236180904522613
190716,0.34893617021276596
190725,0.4088541666666667
190752,0.09090909090909091
190761,0.5399449035812672
190983,0.3412698412698413
191205,0.6504854368932039
191241,0.19078046554084893
191515,0.15286624203821655
191533,0.41580756013745707
191621,0.5533333333333333
191630,0.16957210776545167
191649,0.21113831089351284
191676,0.4691358024691358
191931,0.36200716845878134
191968,0.21218836565096952
192040,0
192110,0.13761467889908258
192165,0.8333333333333334
192192,0.5615141955835962
192271,0.2916666666666667
192323,0.31695721077654515
192448,0.48717948717948717
192624,0.29411764705882354
192703,0.2722222222222222
192712,0.13392857142857142
192749,0.34075723830734966
192785,0.5714285714285714
192819,0.15301902398676592
192864,0.27626459143968873
193016,0.6497797356828194
193052,0
193061,0.75
193070,0.5263157894736842
193247,0.5
193292,0.31273408239700373
193308,0.713527851458886
193353,0.34441805225653205
193399,0.6448598130841121
193584,0.302504816955684
193654,0.2662337662337662
193900,0.2064032697547684
193973,0.35949764521193095
194091,0.4332855093256815
194116,1
194189,0.4
194310,0.3247196489517309
194392,0.4228855721393035
194569,0.6956521739130435
194578,0.17974683544303796
194657,0.2903225806451613
194666,0.9
194693,0.2857142857142857
194718,0
194736,0.4444444444444444
194763,0.20430107526881722
194824,0.16823785351704135
194958,0.3940677966101695
195003,0.3013648100331981
195030,0.20285714285714285
195128,0.5190839694656488
195164,0.31794871794871793
195173,0.4596622889305816
195216,0.23303834808259588
195243,0.3639705882352941
195304,0.23229461756373937
195438,0
195474,0.2536520584329349
195526,0.1111111111111111
195544,0.3510848126232742
195720,0.26268115942028986
195809,0.42398022249690975
196006,0.5151515151515151
196015,0.5
